Report Status,pilot,crew,engine,weather,runway,manufacturer,probable,foreign,factual
"A fuel leak from the carburetor float bowl due to a missing plug, which resulted in excessive fuel consumption and a total loss of engine power due to fuel exhaustion. Contributing to the accident was the pilot's decision to depart on the accident flight leg after noting the airplane's unexpectedly high fuel consumption during the previous leg.",1,0,1,0,0,0,0,0,0
"A fuel leak in the engine compartment and subsequent fire, the source of which could not be determined because of extensive postaccident fire damage.",0,0,1,0,0,0,0,0,0
"A fuel leak in the engine compartment, which resulted in an engine fire.",0,0,1,0,0,0,0,0,0
"A fuel system configuration that was not in accordance with the engine manufacturer's published guidance, which resulted in a complete loss of engine power due to fuel starvation.",0,0,1,0,0,1,0,0,0
"A gouge in the right brake master cylinder piston O-ring, which resulted in a loss of brake pressure and reduced effectiveness after landing. Contributing to the accident was the pilots decision to operate the airplane with an ongoing brake issue.",1,0,0,0,0,0,0,0,0
A gradual loss of engine power during takeoff due to the pressure regulator not keeping continuous fuel pressure which led to a precautionary off airport landing and collision with terrain.,0,0,1,0,0,0,0,0,0
A hard landing as a result of the pilot's improper flare.  A contributing factor was the prevailing wind.,1,0,0,0,0,0,0,0,0
"A hard landing by the pilot, which resulted in overload failure of landing gear components and surrounding structure.",1,0,0,0,0,0,0,0,0
A hard landing likely made by the private pilot on a solo flight that preceded the dual instructional flight during which the wing damage became obvious.,1,0,0,0,0,0,0,0,0
"A hard landing on rough terrain due to a faulty deployment of the airplanes airframe parachute system following a partial loss of engine power for reasons that could not be determined, because postaccident examination revealed no malfunctions or anomalies that would have precluded normal operation. Contributing to the accident was the low altitude deployment of the parachute system.",0,0,1,0,0,0,0,0,0
A hard landing or abnormal runway contact by one or both pilots.,1,0,0,0,1,0,0,0,0
"A hard landing, which resulted in the pilots loss of directional control and the airplanes subsequent nose-over. ",1,0,0,0,0,0,0,0,0
"A high pressure turbine 2nd stage blade separation due to stress corrosion cracking in the J channel cooling cavity. The failed blade entered the gas path and caused substantial damage to the low pressure turbine. The engine was subsequently left at a high power setting for approximately four minutes, exposing the turbine hardware to temperatures that exceeded the material annealing temperature and resulted in in failure and separation of multiple engine components.",0,0,1,0,0,0,0,0,0
"A jammed tailwheel assembly, which resulted in the pilots inability to maintain directional control upon landing. ",1,0,0,0,0,0,0,0,0
A lack of available engine power during an attempted go-around for reasons that could not be determined because the postaccident engine examinations did not reveal any anomalies consistent with an inability to produce rated power.,0,0,1,0,0,0,0,0,0
"A lack of lubrication in the engine for reasons that could not be determined based on the available information, which resulted in a failure of the No. 4 connecting rod and a subsequent total loss of engine power.",0,0,1,0,0,0,0,0,0
"A landing gear axle nut being pulled from the threads of the axle rod at an unknown time, which resulted in the pilot's inability to maintain directional control during landing.",1,0,0,0,0,0,0,0,0
A landing gear collapse after the airplane struck a hole during an off-runway precautionary landing.,0,0,0,0,1,0,0,0,0
A leak in the fuel filter pressure differential switch that resulted in a loss of engine power. Contributing to the accident was uneven terrain that hindered a successful emergency landing.,0,0,1,0,0,0,0,0,0
"A leak in the gascolator due to degraded rubber gaskets, which allowed air to enter the fuel system and resulted in fuel starvation and a total loss of engine power during takeoff.",0,0,1,0,0,0,0,0,0
"A leak in the gascolator, which allowed air to enter the fuel system and resulted in a partial loss of engine power.",0,0,1,0,0,0,0,0,0
"A leak in the pitot-static system for reasons that could not be determined based on the available information, which resulted in an airspeed indication error, an aborted takeoff, and a subsequent runway overrun.",0,0,0,0,1,0,0,0,0
"A leaking fuel discharge fitting, which resulted in a partial loss of engine power and an off-airport, gear-up landing.",0,0,1,0,0,0,0,0,0
"A locked left brake for reasons that could not be determined because independent observations of the postaccident condition of the airplane could not be performed, and the pilots subsequent loss of control.",1,0,0,0,0,0,0,0,0
"A loose B nut on the fuel inlet line due to maintenance personnels application of insufficient torque on the nut at an unknown time, which resulted in a fuel leak and a subsequent total loss of engine power during initial climb.
",0,0,1,0,0,0,0,0,0
A loose fuel line fitting that resulted in a partial loss of engine power during the initial takeoff climb.  Contributing to the accident was inadequate maintenance installation of the fitting.,0,0,1,0,0,0,0,0,0
"A loose oil line that resulted in a total loss of engine oil, causing the engine to cease.",0,0,1,0,0,0,0,0,0
"A loose oil line, which allowed oil to leak onto the hot engine turbocharger and resulted in a fire.",0,0,1,0,0,0,0,0,0
"A loose output connection from the generator voltage regulator, which resulted in a loss of power to the electronic ignition system, a total loss of engine power, and a subsequent forced landing, during which the airplane impacted a sign pole.",0,0,1,0,0,0,0,0,0
"A loose oxygen line, which was not detected by maintenance personnel during a recent annual inspection, that allowed oxygen to escape and drain the oxygen canister more quickly than the pilot expected. This reduced the pilot's availability of supplemental oxygen and led to his experiencing hypoxia and the airplane subsequently flying on autopilot until it eventually lost power due to fuel starvation.",1,0,0,0,0,0,0,0,0
A loose portable XM-GPS antenna that migrated to the tail section of the airplane and jammed the elevator bell crank. Contributing to the accident was the pilots failure to account for the cockpit portable GPS antenna during preflight or postflight inspection.,1,0,0,0,0,0,0,0,0
"A loose stand-off clamp which resulted in a throttle assembly malfunction, and the inability of the engine to produce full power during the attempted takeoff.",0,0,1,0,0,0,0,0,0
